SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,total_services,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.506228201295466,0.007967943994104644,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0.16666666666666666,0,1,1,0,1,1,1,0.8659691081215745,0.1468830600589536,6,False,True,False,True,False,False,False,False,True,False
0,0,0,0.06944444444444445,0,0,0,1,1,1,1,0.7742899850523169,0.05220615327929256,4,False,True,False,True,False,False,False,False,True,False
0,1,0,0.986111111111111,1,1,1,1,1,1,1,0.674638764324863,0.6961472918201916,7,True,False,False,False,False,True,True,False,False,False
0,0,0,0.041666666666666664,0,0,0,0,0,0,1,0.5834578973592427,0.026298820928518797,2,False,True,False,True,False,False,False,False,True,False
0,1,0,0.41666666666666663,0,0,0,0,0,0,0,0.012456402590931753,0.07551699521002211,1,False,False,True,True,False,False,True,False,False,False
0,1,0,0.3472222222222222,0,0,0,0,0,0,1,0.017937219730941728,0.058481484893146654,1,False,False,True,False,True,False,True,False,False,False
0,1,1,0.7222222222222222,0,0,0,0,0,0,0,0.061285500747384175,0.15326202100221079,2,False,False,True,False,False,True,False,False,False,True
1,0,0,0.6388888888888888,1,1,1,0,1,1,1,0.9128051818634778,0.5613025055268976,7,False,True,False,False,True,False,False,False,True,False
0,0,0,0.125,0,0,0,0,0,0,1,0.5191828599900349,0.06884441783345616,1,False,True,False,True,False,False,False,False,True,False
0,1,0,0.2638888888888889,0,0,0,0,1,0,1,0.682112605879422,0.1801308032424466,3,False,True,False,True,False,False,False,False,True,False
0,0,0,0.16666666666666666,0,1,0,0,0,0,1,0.3089187842551071,0.07042764369933678,2,True,False,False,True,False,False,False,False,True,False
1,1,0,0.625,0,1,1,1,1,0,1,0.800199302441455,0.5211173544583642,6,False,True,False,False,True,False,True,False,False,False
0,1,1,0.5,1,0,1,0,1,1,1,0.8579970104633782,0.4242987748710391,6,False,True,False,True,False,False,False,True,False,False
0,0,0,0.5277777777777778,0,1,1,0,0,1,1,0.7643248629795715,0.4250184229918939,5,False,True,False,True,False,False,False,True,False,False
0,1,1,0.013888888888888888,0,0,0,0,0,0,0,0.007972097658196342,0.002210759027266028,1,False,False,True,True,False,False,False,False,False,True
0,1,0,0.1388888888888889,0,0,1,0,1,1,1,0.7982062780269059,0.11949037398673547,5,False,True,False,True,False,False,False,False,True,False
0,1,1,0.18055555555555555,0,0,0,0,0,0,0,0.26307922272047835,0.06438835666912308,1,True,False,False,True,False,False,True,False,False,False
0,0,0,0.25,0,0,1,1,1,1,1,0.6337817638266069,0.16413158621960208,6,True,False,False,False,True,False,False,True,False,False
0,1,0,0.5138888888888888,1,0,0,1,1,0,0,0.26905829596412556,0.18343542741341196,3,True,False,False,False,False,True,False,False,True,False
0,0,1,0.06944444444444445,0,0,0,0,0,0,0,0.01943198804185356,0.014047531319086221,1,False,False,True,True,False,False,False,True,False,False
0,0,0,0.15277777777777776,0,1,0,0,0,0,0,0.563527653213752,0.09389968680913782,2,False,True,False,True,False,False,False,False,True,False
0,0,1,0.8888888888888888,0,1,0,1,1,1,1,0.8046836073741904,0.7105747973470893,5,False,True,False,True,False,False,False,True,False,False
0,0,0,0.013888888888888888,0,0,0,0,0,1,0,0.37020428500249125,0.006396232498157702,2,True,False,False,True,False,False,False,False,False,True
1,1,0,0.5138888888888888,0,0,0,0,1,1,1,0.7384155455904335,0.3999401252763449,4,False,True,False,True,False,False,False,False,True,False
0,1,1,0.6666666666666666,1,1,0,0,1,1,1,0.8654708520179372,0.5754306374355196,6,False,True,False,True,False,False,False,True,False,False
1,1,0,0.2777777777777778,0,0,0,0,1,1,1,0.7588440458395616,0.21873272844509953,4,False,True,False,True,False,False,False,False,True,False
0,0,0,0.3611111111111111,1,1,0,0,1,0,1,0.5092177379172895,0.207264415991157,5,True,False,False,True,False,False,True,False,False,False
0,0,0,0.41666666666666663,0,0,0,0,0,0,0,0.009965122072745414,0.06661063006632278,1,False,False,True,False,False,True,False,True,False,False
0,0,0,0.9583333333333333,1,1,0,1,0,0,1,0.4833084205281516,0.5271163411938099,5,True,False,False,False,False,True,False,False,False,True
0,1,1,0.875,1,1,1,1,1,1,1,0.7075236671649229,0.6445341285924835,8,True,False,False,False,False,True,False,True,False,False
0,1,0,0.06944444444444445,0,0,0,0,0,0,0,0.009466865969108146,0.01451386330140015,1,False,False,True,True,False,False,False,False,False,True
0,1,0,0.5416666666666666,0,0,0,0,0,0,1,0.020428500249128068,0.09096352247605012,1,False,False,True,False,False,True,True,False,False,False
0,0,1,0.05555555555555555,0,1,0,0,1,1,1,0.8300946686596912,0.041975635593220345,5,False,True,False,True,False,False,False,False,True,False
0,1,0,0.8333333333333333,0,0,1,0,1,1,0,0.8246138515196811,0.6986228813559323,5,False,True,False,False,False,True,False,True,False,False
0,1,1,0.2638888888888889,0,0,1,1,1,1,0,0.8460388639760837,0.23174972365512164,6,False,True,False,True,False,False,False,False,True,False
0,1,0,0.15277777777777776,0,1,0,0,1,1,1,0.8330842052815147,0.13187983603537215,5,False,True,False,True,False,False,False,False,True,False
1,0,0,0.4305555555555555,0,1,0,0,1,1,1,0.8126557050323867,0.36692266949152547,5,False,True,False,True,False,False,False,False,True,False
0,0,0,0.41666666666666663,1,1,1,0,0,0,1,0.6567015445939213,0.28078942520265293,4,False,True,False,True,False,False,False,True,False,False
0,0,0,0.736111111111111,0,0,0,0,0,0,0,0.06178375685102147,0.14726879145173177,2,False,False,True,False,False,True,False,False,False,True
0,0,0,0.06944444444444445,0,1,0,1,0,1,1,0.7070254110612855,0.05316184598378777,4,False,True,False,True,False,False,False,False,True,False
1,0,0,0.7083333333333333,0,1,0,0,0,0,1,0.6098654708520179,0.45766166175386885,3,False,True,False,False,True,False,True,False,False,False
0,1,0,0.986111111111111,1,1,1,1,1,1,0,0.7065271549576483,0.7356127947678703,8,True,False,False,False,False,True,False,True,False,False
0,0,1,0.8472222222222222,0,0,0,0,0,0,1,0.06576980568011961,0.1725255619012528,2,False,False,True,False,False,True,False,True,False,False
1,0,0,0.1111111111111111,0,1,0,0,0,0,1,0.5590433482810165,0.06984041083271923,2,False,True,False,True,False,False,False,False,True,False
0,1,0,0.1388888888888889,1,0,0,1,0,0,1,0.36422521175884415,0.06549949336772293,3,True,False,False,True,False,False,False,True,False,False
0,1,0,0.16666666666666666,0,0,1,0,1,1,1,0.31340308918784254,0.07106093404568903,3,True,False,False,True,False,False,True,False,False,False
0,1,0,0.9166666666666666,0,0,0,1,0,1,0,0.4529147982062781,0.4910418201915992,4,True,False,False,True,False,False,False,False,True,False
0,0,0,0.3333333333333333,1,1,0,1,0,0,0,0.4190333831589438,0.1658932848194547,4,True,False,False,True,False,False,True,False,False,False
0,1,1,0.05555555555555555,0,1,0,1,0,0,0,0.3796711509715994,0.027070283714075168,3,True,False,False,True,False,False,False,False,False,True
0,0,0,0.05555555555555555,0,1,0,0,0,1,1,0.7030393622321874,0.04089904200442152,4,False,True,False,True,False,False,False,False,True,False
0,0,1,0.4861111111111111,1,1,0,0,0,0,0,0.37070254110612866,0.23218151252763453,3,True,False,False,False,True,False,False,True,False,False
1,0,0,0.625,1,1,0,1,0,0,1,0.6706527154957649,0.43502441046425944,4,False,True,False,True,False,False,True,False,False,False
0,0,0,0.9027777777777777,1,0,1,1,1,1,1,0.9128051818634778,0.8219705692704496,7,False,True,False,False,True,False,False,True,False,False
0,1,1,0.19444444444444442,0,0,0,0,0,1,1,0.622820129546587,0.1327376565954311,2,False,True,False,True,False,False,True,False,False,False
0,1,1,0.8472222222222222,1,1,0,1,0,1,1,0.32187344294967624,0.35565010132645547,4,True,False,False,False,True,False,True,False,False,False
0,1,1,0.9444444444444444,1,0,1,0,0,0,0,0.617339312406577,0.6189146554900516,3,False,True,False,False,False,True,False,True,False,False
0,1,1,0.3194444444444444,1,1,0,1,0,0,1,0.39212755356253115,0.14771209469417834,4,True,False,False,False,True,False,False,False,False,True
0,0,0,0.7638888888888888,0,1,1,0,0,0,1,0.6292974588938715,0.5192405121591748,3,False,True,False,True,False,False,False,False,True,False
0,1,1,0.9583333333333333,0,0,0,0,0,0,0,0.06028898854010964,0.19783990420044217,2,False,False,True,False,False,True,True,False,False,False
0,1,0,0.09722222222222221,1,0,1,1,1,1,0,0.6263079222720479,0.06679485998526162,6,True,False,False,True,False,False,True,False,False,False
0,1,1,1.0,1,0,0,0,0,0,0,0.604384653712008,0.659853997789241,3,False,True,False,False,False,True,True,False,False,False
0,1,1,0.8472222222222222,1,0,0,0,0,0,1,0.31190832087693077,0.34098655121591753,2,True,False,False,False,True,False,True,False,False,False
1,1,0,0.8888888888888888,1,0,1,0,0,0,0,0.6168410563029397,0.5777565401621224,3,False,True,False,False,True,False,False,True,False,False
1,1,0,0.4444444444444444,0,0,0,0,1,1,1,0.7453911310413553,0.3374861827560796,4,False,True,False,True,False,False,False,False,True,False
0,0,0,0.013888888888888888,0,0,1,0,0,0,1,0.6093672147483807,0.009159681282240238,3,False,True,False,True,False,False,False,False,False,True
0,0,0,0.041666666666666664,1,0,0,1,0,0,1,0.6367713004484306,0.024686809137803984,3,False,True,False,True,False,False,False,False,False,True
0,0,1,0.041666666666666664,0,0,0,0,0,0,0,0.017937219730941728,0.005826271186440679,1,False,False,True,True,False,False,True,False,False,False
0,1,0,1.0,1,0,1,1,1,1,1,0.657698056801196,0.7019678058216655,7,True,False,False,False,False,True,False,True,False,False
0,0,1,0.3611111111111111,0,0,1,0,0,0,1,0.1136023916292975,0.09056051952837142,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0.5416666666666666,1,0,1,0,1,1,1,0.8176382660687594,0.4377418017686073,5,False,True,False,False,False,True,False,False,True,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0.011459890383657217,0.002251059322033899,1,False,False,True,True,False,False,False,False,False,True
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.01096163428001995,0.00224530213706706,1,False,False,True,True,False,False,False,False,False,True
0,1,1,0.7777777777777777,0,0,0,0,1,1,0,0.7025411061285501,0.5720338983050848,3,False,True,False,False,True,False,True,False,False,False
1,1,0,0.5972222222222222,0,0,1,1,1,1,1,0.8883906327852517,0.5220500184229919,6,False,True,False,False,True,False,False,False,True,False
0,0,1,0.013888888888888888,0,0,0,0,0,0,0,0.06975585450921776,0.0029246499631540163,2,False,False,True,True,False,False,False,False,False,True
0,0,0,0.40277777777777773,0,1,1,0,0,1,0,0.5231689088191331,0.22621131171702286,5,True,False,False,False,True,False,False,True,False,False
0,0,0,0.027777777777777776,0,1,0,0,0,0,1,0.6337817638266069,0.02126128408253501,3,False,True,False,True,False,False,False,False,True,False
0,0,0,0.9444444444444444,0,1,1,0,0,0,0,0.6098654708520179,0.6288515567428151,3,False,True,False,False,True,False,False,True,False,False
0,1,1,0.9305555555555555,0,1,0,0,0,1,1,0.7090184354758347,0.7338223102431837,4,False,True,False,True,False,False,True,False,False,False
0,1,1,0.2638888888888889,0,0,0,0,0,0,1,0.06477329347284505,0.05385270817980841,2,False,False,True,False,False,True,True,False,False,False
0,1,1,0.9166666666666666,0,1,1,0,1,1,1,0.3821624314897858,0.42699889462048646,4,True,False,False,False,False,True,False,True,False,False
0,1,0,0.05555555555555555,1,0,0,0,0,0,1,0.10612855007473845,0.014922623434045691,1,True,False,False,True,False,False,False,False,True,False
0,1,1,0.125,0,0,0,0,0,0,0,0.013452914798206289,0.024255020265291086,1,False,False,True,False,False,True,False,False,False,True
1,1,0,0.736111111111111,0,1,1,0,1,1,1,0.8515196811160938,0.6316207627118645,6,False,True,False,True,False,False,False,False,True,False
0,0,0,0.3194444444444444,0,0,0,0,0,0,1,0.01096163428001995,0.054140567428150335,1,False,False,True,True,False,False,False,False,False,True
0,1,0,0.6944444444444444,1,1,0,1,1,1,0,0.8983557548579971,0.6460367538688284,7,False,True,False,False,True,False,False,False,True,False
0,0,0,0.027777777777777776,0,1,0,0,0,0,0,0.563527653213752,0.017473056374355197,2,False,True,False,True,False,False,False,False,True,False
0,1,0,0.8194444444444444,0,0,0,0,0,0,0,0.01943198804185356,0.1458870670596905,1,False,False,True,False,True,False,False,False,False,True
0,1,1,0.875,1,1,1,0,1,1,0,0.648729446935725,0.6258060058953575,7,True,False,False,False,False,True,False,True,False,False
0,1,0,0.3472222222222222,1,1,0,1,0,1,1,0.5246636771300449,0.21159957627118647,5,True,False,False,True,False,False,False,False,False,True
0,0,0,0.19444444444444442,0,0,1,0,0,0,1,0.6183358246138516,0.12343404568901992,3,False,True,False,True,False,False,False,False,True,False
0,1,0,0.9027777777777777,1,1,1,0,0,0,0,0.48480318883906326,0.4962175294767871,5,True,False,False,False,True,False,False,True,False,False
1,1,0,0.9583333333333333,1,1,0,0,1,1,0,0.3801694070752367,0.45512274318349305,4,True,False,False,False,False,True,False,True,False,False
0,1,1,0.29166666666666663,0,1,0,0,0,0,1,0.554559043348281,0.18028049005158442,2,False,True,False,True,False,False,True,False,False,False
0,1,1,0.5972222222222222,1,0,1,1,0,0,1,0.7259591429995018,0.4621637803979367,5,False,True,False,False,True,False,False,True,False,False
1,1,0,0.986111111111111,1,1,1,1,0,0,1,0.7334329845540608,0.7582442888725129,6,False,True,False,False,True,False,False,False,True,False
0,0,1,0.2638888888888889,0,0,0,0,0,0,1,0.06925759840558052,0.06518284819454681,0,True,False,False,True,False,False,False,True,False,False
0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0.012456402590931753,0.09559805637435521,1,False,False,True,False,False,True,False,True,False,False
0,0,0,0.125,0,0,0,0,0,1,1,0.6467364225211759,0.09249493367722919,3,False,True,False,True,False,False,False,False,True,False
0,0,0,0.8055555555555555,0,1,1,0,1,1,1,0.8455406078724464,0.6928944823139278,6,False,True,False,False,True,False,True,False,False,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0.014947683109118093,0.0022913596168017687,1,False,False,True,True,False,False,True,False,False,False
0,1,1,0.6527777777777778,1,1,1,1,1,1,1,0.9471848530144494,0.6123111643330879,8,False,True,False,False,True,False,True,False,False,False
0,1,0,0.8055555555555555,1,0,1,1,1,1,1,0.6567015445939213,0.5660924834193073,7,True,False,False,False,False,True,False,False,True,False
0,0,0,0.5555555555555556,0,1,1,0,1,1,1,0.8395615346287993,0.47302758843036113,6,False,True,False,True,False,False,False,False,False,True
0,0,0,0.5694444444444444,0,0,1,1,0,1,1,0.5002491280518186,0.3312741801768608,5,True,False,False,False,True,False,False,False,True,False
0,1,0,0.9305555555555555,1,1,0,0,1,1,1,0.8221225710014949,0.7752797991893884,5,False,True,False,False,True,False,False,True,False,False
1,0,0,0.4722222222222222,0,1,1,0,1,1,1,0.8116591928251121,0.38494265843773035,5,False,True,False,False,True,False,False,False,True,False
0,0,0,0.041666666666666664,0,0,0,0,0,0,1,0.006975585450921806,0.006108373249815771,1,False,False,True,True,False,False,False,False,False,True
1,1,0,0.8333333333333333,1,1,1,1,1,1,1,0.9730941704035875,0.7974737472365513,8,False,True,False,False,False,True,True,False,False,False
1,0,0,0.1111111111111111,0,0,1,0,1,1,1,0.7344294967613353,0.08404914333087696,4,False,True,False,True,False,False,False,False,True,False
0,1,1,0.20833333333333331,0,0,0,0,0,0,1,0.5630293971101147,0.12749286109064115,2,False,True,False,True,False,False,True,False,False,False
0,0,0,0.9444444444444444,1,1,1,0,0,1,1,0.8340807174887893,0.8232026068533531,6,False,True,False,False,False,True,True,False,False,False
1,1,0,0.986111111111111,0,0,0,0,0,0,0,0.070254110612855,0.20606692151805456,2,False,False,True,False,False,True,False,True,False,False
0,0,0,0.8055555555555555,1,0,0,0,0,0,1,0.611858495266567,0.5212382553426678,3,False,True,False,True,False,False,True,False,False,False
1,0,0,0.027777777777777776,0,0,0,0,0,0,0,0.007972097658196342,0.00428334561532793,1,False,False,True,True,False,False,False,False,True,False
0,1,1,0.19444444444444442,0,1,0,1,0,1,1,0.7100149476831092,0.13913388909358881,4,False,True,False,True,False,False,False,True,False,False
0,1,0,0.986111111111111,0,0,0,0,0,0,1,0.02491280518186348,0.17193257184966843,1,False,False,True,False,False,True,True,False,False,False
0,0,0,0.19444444444444442,0,1,0,0,1,1,1,0.8186347782760338,0.16299166359616804,5,False,True,False,True,False,False,False,False,True,False
0,0,0,0.08333333333333333,1,1,0,1,0,1,0,0.3243647234678626,0.03541820191599116,4,True,False,False,True,False,False,False,True,False,False
0,1,1,0.20833333333333331,0,1,1,1,0,1,1,0.5092177379172895,0.12336495946941786,5,True,False,False,True,False,False,False,False,False,True
0,1,1,0.7916666666666666,0,1,1,0,1,1,1,0.7887394120577977,0.6445744288872514,5,False,True,False,False,True,False,False,True,False,False
0,0,0,0.9166666666666666,1,1,1,0,0,0,1,0.4260089686098655,0.4625840549005159,4,True,False,False,False,False,True,True,False,False,False
1,1,0,0.9583333333333333,0,1,0,0,1,0,1,0.7130044843049328,0.7073450165806927,4,False,True,False,True,False,False,False,False,True,False
0,1,0,0.9444444444444444,1,0,0,1,0,0,0,0.3736920777279522,0.44316507000736927,3,True,False,False,False,True,False,True,False,False,False
1,0,1,0.7777777777777777,1,0,0,0,1,1,0,0.7613353263577479,0.6061509764185705,4,False,True,False,False,True,False,False,True,False,False
1,0,0,0.4861111111111111,0,0,1,0,1,1,1,0.8036870951669158,0.39100497420781144,5,False,True,False,True,False,False,False,False,True,False
0,1,1,0.5972222222222222,0,0,0,0,1,0,0,0.3761833582461386,0.28777864775239503,2,True,False,False,True,False,False,False,False,True,False
0,1,0,0.4305555555555555,0,0,1,1,0,1,1,0.47832585949177886,0.2325672439204127,4,True,False,False,True,False,False,False,True,False,False
0,1,1,0.4583333333333333,1,1,1,0,0,0,1,0.39910313901345296,0.22515198968312458,4,True,False,False,False,True,False,False,False,False,True
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.5077229696063776,0.00798521554900516,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0.611111111111111,0,0,1,1,1,1,0,0.8141504733432985,0.5041394159911571,5,False,True,False,False,False,True,True,False,False,False
0,1,1,0.7916666666666666,1,1,0,0,0,0,0,0.34927752864972605,0.35153371407516587,3,True,False,False,False,True,False,False,False,True,False
0,0,1,0.9722222222222222,1,1,0,1,0,0,0,0.46387643248629806,0.5240765475313192,5,True,False,False,False,True,False,True,False,False,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0.02142501245640263,0.002366203021370671,1,False,False,True,True,False,False,False,True,False,False
0,1,1,0.7638888888888888,0,0,1,1,0,0,1,0.3672147483806677,0.35923682756079595,3,True,False,False,False,False,True,False,True,False,False
1,1,0,0.40277777777777773,0,0,0,0,1,1,1,0.7578475336322871,0.3055510777450258,4,False,True,False,True,False,False,False,False,True,False
0,0,0,0.4583333333333333,1,1,0,0,0,0,1,0.4235176880916791,0.23418501289609434,4,True,False,False,True,False,False,False,False,False,True
1,1,0,0.05555555555555555,0,0,0,0,0,0,0,0.563527653213752,0.03554485998526161,2,False,True,False,True,False,False,False,False,True,False
0,0,0,0.9722222222222222,0,0,0,1,0,1,1,0.21574489287493773,0.3223735722181283,2,True,False,False,False,False,True,False,False,False,True
0,0,0,0.4861111111111111,0,0,0,0,0,0,1,0.07174887892376683,0.10377325902726604,2,False,False,True,True,False,False,False,False,True,False
0,0,0,0.027777777777777776,0,0,0,0,0,0,1,0.273542600896861,0.012159174649963155,1,True,False,False,True,False,False,False,False,False,True
1,1,0,0.1388888888888889,0,0,1,0,0,1,1,0.7115097159940209,0.10527588430361091,4,False,True,False,True,False,False,False,False,True,False
0,1,1,0.013888888888888888,0,1,0,0,0,0,0,0.560039860488291,0.008589719970523213,2,False,True,False,True,False,False,False,True,False,False
0,0,0,0.4305555555555555,0,0,0,0,0,0,0,0.0199302441454908,0.07013402726602802,1,False,False,True,False,False,True,True,False,False,False
1,0,0,0.41666666666666663,1,0,0,0,0,1,1,0.7184853014449427,0.29889577192336036,4,False,True,False,True,False,False,False,True,False,False
1,1,1,0.8333333333333333,1,1,0,0,0,1,1,0.7458893871449925,0.6649030490051585,5,False,True,False,True,False,False,False,False,True,False
0,1,1,1.0,1,0,1,1,0,0,0,0.4828101644245142,0.5479458364038321,5,True,False,False,False,False,True,True,False,False,False
0,0,0,0.05555555555555555,0,0,0,0,0,0,1,0.022919780767314407,0.009643284819454681,1,False,False,True,True,False,False,False,True,False,False
0,1,1,0.05555555555555555,0,0,0,0,0,0,1,0.5097159940209268,0.032804439941046426,1,False,True,False,True,False,False,False,False,False,True
0,0,0,0.3472222222222222,0,1,1,0,1,1,1,0.8081714000996513,0.27278118091378045,5,False,True,False,True,False,False,False,False,True,False
0,1,0,0.9722222222222222,1,0,0,1,1,1,1,0.5834578973592427,0.6090871407516582,6,True,False,False,False,False,True,False,True,False,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.020428500249128068,0.0023546886514369935,1,False,False,True,True,False,False,False,False,False,True
0,0,0,0.2638888888888889,0,0,0,0,0,0,0,0.014947683109118093,0.04232106669123066,1,False,False,True,True,False,False,False,False,False,True
0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0.01096163428001995,0.00224530213706706,1,False,False,True,True,False,False,False,False,False,True
0,1,1,0.16666666666666666,0,0,0,0,0,0,0,0.018933731938216264,0.025849760501105382,1,False,False,True,False,False,True,True,False,False,False
0,0,0,1.0,0,0,0,0,0,0,0,0.008968609865470878,0.16290530582166546,1,False,False,True,False,False,True,True,False,False,False
0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0.018933731938216264,0.00474392041267502,1,False,False,True,True,False,False,False,False,False,True
0,1,1,0.4722222222222222,0,1,1,0,1,0,1,0.7120079720976582,0.3559955324244658,4,False,True,False,True,False,False,False,False,True,False
0,0,0,0.5138888888888888,1,1,0,1,0,0,1,0.2207274539113104,0.16014761422254975,3,True,False,False,False,False,True,False,False,False,True
1,1,1,0.8055555555555555,1,1,0,1,0,0,1,0.7120079720976582,0.5901978168754607,5,False,True,False,False,True,False,True,False,False,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.27055306427503734,0.005244795504789978,1,True,False,False,True,False,False,False,False,False,True
1,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.526656701544594,0.008203988577745028,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0.31938216243148987,0.0058089996315401635,2,True,False,False,True,False,False,False,False,True,False
0,1,0,1.0,1,1,1,1,0,0,0,0.4957648231190833,0.553691507000737,6,True,False,False,False,False,True,False,False,False,True
1,1,1,0.16666666666666666,0,0,0,1,0,0,1,0.10861983059292482,0.04097964259395726,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0.01096163428001995,0.0036327837140751663,1,False,False,True,True,False,False,False,False,False,True
0,1,0,0.6527777777777778,0,0,0,0,0,0,0,0.012456402590931753,0.10611067612380251,1,False,False,True,False,False,True,True,False,False,False
0,1,1,0.08333333333333333,0,0,0,0,0,0,1,0.2610861983059293,0.030029476787030218,1,True,False,False,True,False,False,True,False,False,False
0,0,0,0.8333333333333333,1,0,1,0,1,1,0,0.35077229696063783,0.37272591193809884,4,True,False,False,False,False,True,False,False,True,False
1,0,0,0.027777777777777776,0,1,0,0,1,0,1,0.6517189835575486,0.018849023581429626,3,False,True,False,True,False,False,True,False,False,False
